3555,chd9,31,tuberculosis,Circ2Disease,29448254
1998,rnf10,31,tuberculosis,Circ2Disease,29448254
9034,cdc27,31,tuberculosis,Circ2Disease,29448254
7803,rnf216,31,tuberculosis,Circ2Disease,29448254
220,ubap2,2156,lung cancer,Circ2Disease,29277177
10432,hsa_circ_0013509,2778,cardiovascular disease,Circ2Disease,29042195
1398,circwdr77,2778,cardiovascular disease,Circ2Disease,29042195
720,wdr77,2778,cardiovascular disease,Circ2Disease,29042195
3099,hsa_circ_0000064,2156,lung cancer,Circ2Disease,29223555
6912,b4galt2,2156,lung cancer,Circ2Disease,29223555
7169,hsa_circ_0005105,12,osteoarthritis,Circ2Disease,28276108
6732,sec24a,12,osteoarthritis,Circ2Disease,28276108
9719,hsa_circ_0008305,67,intervertebral disc degeneration,Circ2Disease,28990083
10668,ptk2,67,intervertebral disc degeneration,Circ2Disease,28990083
1488,hsa_circ_0041946,67,intervertebral disc degeneration,Circ2Disease,28990083
164,tp53,67,intervertebral disc degeneration,Circ2Disease,28990083
10773,hsa_circ_0004712,2200,rheumatoid arthritis,Circ2Disease,28983619
276,hsa_circrna_104194,2200,rheumatoid arthritis,Circ2Disease,28983619
2950,pde7b,2200,rheumatoid arthritis,Circ2Disease,28983619
22,hsa_circ_0083964,2200,rheumatoid arthritis,Circ2Disease,28983619
8537,hsa_circrna_104593,2200,rheumatoid arthritis,Circ2Disease,28983619
1124,ash2l,2200,rheumatoid arthritis,Circ2Disease,28983619
5140,hsa_circ_0064996,2200,rheumatoid arthritis,Circ2Disease,28983619
2652,hsa_circrna_103334,2200,rheumatoid arthritis,Circ2Disease,28983619
10082,snrk,2200,rheumatoid arthritis,Circ2Disease,28983619
5243,hsa_circ_0032683,2200,rheumatoid arthritis,Circ2Disease,28983619
686,hsa_circrna_101407,2200,rheumatoid arthritis,Circ2Disease,28983619
2192,nek9,2200,rheumatoid arthritis,Circ2Disease,28983619
2474,hsa_circ_0052012,2200,rheumatoid arthritis,Circ2Disease,28983619
8113,hsa_circrna_102594,2200,rheumatoid arthritis,Circ2Disease,28983619
8719,pold1,2200,rheumatoid arthritis,Circ2Disease,28983619
5968,hsa_circ_0003575,15,atherosclerosis,Circ2Disease,28946214
11205,chmp5,15,atherosclerosis,Circ2Disease,28946214
7002,hsa_circ_0003573,15,atherosclerosis,Circ2Disease,28946214
6386,c11orf41,15,atherosclerosis,Circ2Disease,28946214
3840,hsa_circ_0003204,15,atherosclerosis,Circ2Disease,28946214
1672,usp36,15,atherosclerosis,Circ2Disease,28946214
727,hsa_circ_0004264,15,atherosclerosis,Circ2Disease,28946214
7879,nmd3,15,atherosclerosis,Circ2Disease,28946214
10072,hsa_circ_0000345,15,atherosclerosis,Circ2Disease,28946214
847,rsf1,15,atherosclerosis,Circ2Disease,28946214
6348,hsa_circ_0001445,2167,prostate cancer,Circ2Disease,28765045
3990,smarca5,2167,prostate cancer,Circ2Disease,28765045
6348,hsa_circ_0001445,27,glioblastoma,Circ2Disease,29415469
3990,smarca5,27,glioblastoma,Circ2Disease,29415469
6348,hsa_circ_0001445,2151,hepatocellular carcinoma,Circ2Disease,29378234
3990,smarca5,2151,hepatocellular carcinoma,Circ2Disease,29378234
5926,hsa_circ_0070616,2779,repeated implantation failure,Circ2Disease,29132137
5765,papss1,2779,repeated implantation failure,Circ2Disease,29132137
897,hsa_circ_0006935,2779,repeated implantation failure,Circ2Disease,29132137
5765,papss1,2779,repeated implantation failure,Circ2Disease,29132137
1274,hsa_circrna_004183,2779,repeated implantation failure,Circ2Disease,29132137
4018,lamp2,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
3189,flna,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
10175,anxa2,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
10806,hsp90aa1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
3560,rps5,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7338,lama3,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7338,lama3,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7338,lama3,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
4257,lamp1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
175,egfr,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
10143,tgfbi,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
9272,hsp90b1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7642,itgb6,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7642,itgb6,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7642,itgb6,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7642,itgb6,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
3441,fn1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
3441,fn1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
3441,fn1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
3441,fn1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
3441,fn1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
2063,lamc1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
2063,lamc1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
10777,lamc2,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
7283,ldha,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
10905,col5a1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
8152,pde3a,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
9246,eif4b,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
2331,xpot,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
5446,rcn1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
5939,smoc1,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
2442,tpm4,68,esophageal squamous cell carcinoma,Circ2Disease,29218114
8962,eefsec,2385,acute respiratory distress syndrome,Circ2Disease,28864418
8229,prex1,2385,acute respiratory distress syndrome,Circ2Disease,28864418
8962,eefsec,2385,acute respiratory distress syndrome,Circ2Disease,28864418
1204,c3,2385,acute respiratory distress syndrome,Circ2Disease,28864418
7576,dpysl2,2385,acute respiratory distress syndrome,Circ2Disease,28864418
10116,hsa_circ_0003221,2196,bladder cancer,Circ2Disease,29125888
8570,circptk2,2196,bladder cancer,Circ2Disease,29125888
10668,ptk2,2196,bladder cancer,Circ2Disease,29125888
7278,hsa_circ_0047905,2146,gastric cancer,Circ2Disease,28980874
7372,serpinb5,2146,gastric cancer,Circ2Disease,28980874
1000,hsa_circ_0138960,2146,gastric cancer,Circ2Disease,28980874
7291,gda,2146,gastric cancer,Circ2Disease,28980874
7291,gda,2146,gastric cancer,Circ2Disease,28980874
8625,hsa_circ_0001982,2140,breast cancer,Circ2Disease,28933584
8424,rnf111,2140,breast cancer,Circ2Disease,28933584
7805,ccnyl1,2184,primary biliary cirrhosis,Circ2Disease,29183005
7164,fstl1,2184,primary biliary cirrhosis,Circ2Disease,29183005
6956,zcchc7,2184,primary biliary cirrhosis,Circ2Disease,29183005
48,zc3hc1,2184,primary biliary cirrhosis,Circ2Disease,29183005
6875,zfr,2780,liver cancer,Circ2Disease,28727484
2357,hsa_circ_0003028,2780,liver cancer,Circ2Disease,28727484
332,fut8,2780,liver cancer,Circ2Disease,28727484
536,hsa_circ_0007915,2780,liver cancer,Circ2Disease,28727484
8972,ipo11,2780,liver cancer,Circ2Disease,28727484
567,hsa_circ_0001785,2140,breast cancer,Circ2Disease,29045858
2125,elp3,2140,breast cancer,Circ2Disease,29045858
4653,hsa_circ_0108942,2140,breast cancer,Circ2Disease,29045858
3187,ankrd12,2140,breast cancer,Circ2Disease,29045858
7667,hsa_circ_0068033,2140,breast cancer,Circ2Disease,29045858
1869,naaladl2,2140,breast cancer,Circ2Disease,29045858
6052,hsa_circ_0092509,65,osteosarcoma,Circ2Disease,29383123
8707,nt5c2,65,osteosarcoma,Circ2Disease,29383123
8173,hsa_circ_0007874,2151,hepatocellular carcinoma,Circ2Disease,28520103
2007,mto1,2151,hepatocellular carcinoma,Circ2Disease,28520103
6938,hsa_circ_0001724,2144,colorectal cancer,Circ2Disease,29207676
7186,hsa_circ_000984,2144,colorectal cancer,Circ2Disease,29207676
9662,cdk6,2144,colorectal cancer,Circ2Disease,29207676
3607,hsa_circ_0023903,367,moyamoya disease,Circ2Disease,28991692
1715,hsa_circrna_100914,367,moyamoya disease,Circ2Disease,28991692
2666,picalm,367,moyamoya disease,Circ2Disease,28991692
2447,hsa_circ_0002569,367,moyamoya disease,Circ2Disease,28991692
7497,hsa_circrna_103343,367,moyamoya disease,Circ2Disease,28991692
8916,setd2,367,moyamoya disease,Circ2Disease,28991692
6391,hsa_circ_0050898,367,moyamoya disease,Circ2Disease,28991692
7051,hsa_circrna_050898,367,moyamoya disease,Circ2Disease,28991692
10073,actn4,367,moyamoya disease,Circ2Disease,28991692
7655,hsa_circ_0002078,367,moyamoya disease,Circ2Disease,28991692
10600,hsa_circrna_101720,367,moyamoya disease,Circ2Disease,28991692
127,abcc1,367,moyamoya disease,Circ2Disease,28991692
285,hsa_circ_0067209,367,moyamoya disease,Circ2Disease,28991692
2660,hsa_circrna_067209,367,moyamoya disease,Circ2Disease,28991692
8962,eefsec,367,moyamoya disease,Circ2Disease,28991692
3758,hsa_circ_0005836,2781,pulmonary tuberculosis,Circ2Disease,28846924
1817,trappc6b,2781,pulmonary tuberculosis,Circ2Disease,28846924
5334,hsa_circ_0009128,2781,pulmonary tuberculosis,Circ2Disease,28846924
9787,txndc11,2781,pulmonary tuberculosis,Circ2Disease,28846924
8435,hsa_circ_0023956,2781,pulmonary tuberculosis,Circ2Disease,28846924
7922,c11orf73,2781,pulmonary tuberculosis,Circ2Disease,28846924
9100,hsa_circ_0078768,2781,pulmonary tuberculosis,Circ2Disease,28846924
7019,fam120b,2781,pulmonary tuberculosis,Circ2Disease,28846924
3682,hsa_circ_0088452,2781,pulmonary tuberculosis,Circ2Disease,28846924
6890,dennd1a,2781,pulmonary tuberculosis,Circ2Disease,28846924
11218,hsa_circ_0005239,2782,triple negative breast cancer,Circ2Disease,29037220
7328,gfra1,2782,triple negative breast cancer,Circ2Disease,29037220
10904,hsa_circrna_007255,2782,triple negative breast cancer,Circ2Disease,29037220
1090,hsa_circrna_104169,2782,triple negative breast cancer,Circ2Disease,29037220
6636,hsa_circrna_089763,2782,triple negative breast cancer,Circ2Disease,29037220
6973,hsa_circrna_004666,2782,triple negative breast cancer,Circ2Disease,29037220
7038,hsa_circrna_004674,2782,triple negative breast cancer,Circ2Disease,29037220
5760,hsa_circ_0045714,12,osteoarthritis,Circ2Disease,28795385
4854,unk,12,osteoarthritis,Circ2Disease,28795385
1786,hsa_circ_0004214,2140,breast cancer,Circ2Disease,28622299
8012,amotl1,2140,breast cancer,Circ2Disease,28622299
1786,hsa_circ_0004214,28,glioma,Circ2Disease,28622299
8012,amotl1,28,glioma,Circ2Disease,28622299
1786,hsa_circ_0004214,2176,cervical cancer,Circ2Disease,28622299
8012,amotl1,2176,cervical cancer,Circ2Disease,28622299
1786,hsa_circ_0004214,2156,lung cancer,Circ2Disease,28622299
8012,amotl1,2156,lung cancer,Circ2Disease,28622299
2456,hsa_circrna_103110,65,osteosarcoma,Circ2Disease,28957794
4016,hsa_circ_0091017,2196,bladder cancer,Circ2Disease,29151929
2465,taf1,2196,bladder cancer,Circ2Disease,29151929
3091,hsa_circ_0002024,2196,bladder cancer,Circ2Disease,29151929
1166,nab1,2196,bladder cancer,Circ2Disease,29151929
3003,hsa_circ_0018289,2176,cervical cancer,Circ2Disease,29156822
5528,syt15,2176,cervical cancer,Circ2Disease,29156822
3577,hsa_circ_0011021,2176,cervical cancer,Circ2Disease,29156822
4089,pigv,2176,cervical cancer,Circ2Disease,29156822
706,hsa_circ_0034912,2176,cervical cancer,Circ2Disease,29156822
10389,ubr1,2176,cervical cancer,Circ2Disease,29156822
2068,hsa_circ_0091822,2176,cervical cancer,Circ2Disease,29156822
4520,irak1,2176,cervical cancer,Circ2Disease,29156822
466,hsa_circ_0089231,2176,cervical cancer,Circ2Disease,29156822
8074,prrc2b,2176,cervical cancer,Circ2Disease,29156822
3957,hsa_circ_0087432,2176,cervical cancer,Circ2Disease,29156822
4583,spin1,2176,cervical cancer,Circ2Disease,29156822
9964,hsa_circ_0000181,2146,gastric cancer,Circ2Disease,28940688
9219,tatdn3,2146,gastric cancer,Circ2Disease,28940688
2101,hsa_circ_0000745,2146,gastric cancer,Circ2Disease,28974900
6846,specc1,2146,gastric cancer,Circ2Disease,28974900
1982,hsa_circ_0085616,2146,gastric cancer,Circ2Disease,28974900
8451,asap1,2146,gastric cancer,Circ2Disease,28974900
2420,hsa_circ_0006127,2146,gastric cancer,Circ2Disease,28974900
6833,srcap,2146,gastric cancer,Circ2Disease,28974900
8772,hsa_circ_0006528,2140,breast cancer,Circ2Disease,28803498
6525,prelid2,2140,breast cancer,Circ2Disease,28803498
11361,hsa_circ_0002113,2140,breast cancer,Circ2Disease,28803498
5441,ifngr2,2140,breast cancer,Circ2Disease,28803498
7469,hsa_circ_0002874,2140,breast cancer,Circ2Disease,28803498
9927,glis3,2140,breast cancer,Circ2Disease,28803498
9844,hsa_circ_0001667,2140,breast cancer,Circ2Disease,28803498
