122,rb1,8,retinoblastoma,DisGeNET,10023315
105,brca1,3095,malignant neoplasm of breast,DisGeNET,10023316
105,brca1,2818,breast carcinoma,DisGeNET,10023316
175,dld,3096,malignant tumor of colon,DisGeNET,10023666
175,dld,1765,colon carcinoma,DisGeNET,10023666
137,etv6,3097,childhood acute lymphoblastic leukemia,DisGeNET,10023677
84,serpine1,2295,diabetic nephropathy,DisGeNET,10026205
194,mmp16,1145,astrocytoma,DisGeNET,10027400
194,mmp16,27,glioblastoma,DisGeNET,10027400
194,mmp16,3098,juvenile astrocytoma,DisGeNET,10027400
194,mmp16,3099,adult astrocytic tumor,DisGeNET,10027400
105,brca1,3095,malignant neoplasm of breast,DisGeNET,10029077
105,brca1,2145,epithelial ovarian cancer,DisGeNET,10029077
105,brca1,2818,breast carcinoma,DisGeNET,10029077
105,brca1,3100,ovarian neoplasm,DisGeNET,10029077
105,brca1,3101,malignant neoplasm of ovary,DisGeNET,10029077
105,brca1,3102,hereditary ovarian carcinoma,DisGeNET,10029077
105,brca1,57,"carcinoma, ovarian epithelial",DisGeNET,10029077
105,brca1,3100,ovarian neoplasm,DisGeNET,10029450
105,brca1,3101,malignant neoplasm of ovary,DisGeNET,10029450
105,brca1,57,"carcinoma, ovarian epithelial",DisGeNET,10029450
84,serpine1,36,myocardial infarction,DisGeNET,10030380
137,etv6,148,leukemia,DisGeNET,10036184
137,etv6,2510,childhood leukemia,DisGeNET,10036184
105,brca1,3095,malignant neoplasm of breast,DisGeNET,10037104
105,brca1,2818,breast carcinoma,DisGeNET,10037104
105,brca1,3100,ovarian neoplasm,DisGeNET,10037104
105,brca1,3101,malignant neoplasm of ovary,DisGeNET,10037104
105,brca1,57,"carcinoma, ovarian epithelial",DisGeNET,10037104
137,etv6,2930,acute lymphocytic leukemia,DisGeNET,10049054
137,etv6,3097,childhood acute lymphoblastic leukemia,DisGeNET,10049054
137,etv6,3103,adult acute lymphocytic leukemia,DisGeNET,10049054
137,etv6,3104,precursor cell lymphoblastic leukemia lymphoma,DisGeNET,10049054
137,etv6,2930,acute lymphocytic leukemia,DisGeNET,10049055
137,etv6,148,leukemia,DisGeNET,10049061
137,etv6,3097,childhood acute lymphoblastic leukemia,DisGeNET,10049061
105,brca1,3100,ovarian neoplasm,DisGeNET,10050867
105,brca1,3101,malignant neoplasm of ovary,DisGeNET,10050867
105,brca1,57,"carcinoma, ovarian epithelial",DisGeNET,10050867
189,fgfr3,3105,acanthosis nigricans,DisGeNET,10053006
189,fgfr3,3106,skeletal dysplasia,DisGeNET,10053006
189,fgfr3,3107,dysmorphic features,DisGeNET,10053006
189,fgfr3,3108,"thanatophoric dysplasia, type i (disorder)",DisGeNET,10053006
189,fgfr3,3109,"achondroplasia, severe, with developmental delay and acanthosis nigricans",DisGeNET,10053006
